index,study_id,id,author,year,group,group_id,group_desc,url,country,region,city,time_MAX,time_50,time_MIN,detailed_time,exp_dur,fu_dur,age_base,age_category,age_SD,days_ps,days_cat,yrs_ps,stroke_type,terminal_dropout,outcome_name,outcome_extremity,ue_subscale,le_subscale,outcomenamecat,SCOAR_outcome,p_outcome_stated,itt_analysis,base_n,base_m,base_sd,difference_score,term_n,term_m,term_sd,diff_base,diff_term,fu_n,fu_m,fu_sd,est_corr,term_diff,term_s_diff,fu_diff,fu_s_diff,term_d,fu_d,j_corr_factor,term_g,aaa,fu_g,term_Vd,fu_Vd,term_Vg,SE,termvginv,fu_Vg,chck2,notes
665.00,184.00,verma2011,verma,2011.00,exp,419.00,task oriented circuit training,http://www.ncbi.nlm.nih.gov/pubmed/22120031,india,,lucknow,8.12,8.12,8.12,1.00,14.00,42.00,53.27,50th Percentile,8.53,42.49,<90days,0.116410959,1.00,0.00,rivermead vga,,,,other,lohse,0.00,1.00,15.00,32.80,4.76,,15.00,20.13,6.42,,,15.00,18.67,5.56,0.50,-12.67,5.65,-14.13,5.18,2.24,2.73,0.95,2.12,1.46,2.58,0.23,0.32,0.21,0.46,4.78,0.28,,"higher scores indicate worse performance on RM-VGA, sign of Cohen's d switched"
672.00,185.00,vistin1998,vistin,1998.00,ctrl,420.00,treadmill walking with full weight bearing,http://www.ncbi.nlm.nih.gov/pubmed/9626282,canada,quebec,montreal,7.92,7.92,7.92,1.00,42.00,90.00,66.70,75th Percentile,,78.40,<90days,0.214794521,0.00,14.00,bbs,le,,balance,balance,lohse,0.00,0.00,50.00,21.90,16.60,,36.00,27.76,21.30,,,36.00,34.35,21.30,0.50,5.86,18.70,12.45,18.70,0.31,0.67,0.98,0.31,0.56,0.66,0.02,0.02,0.02,0.14,49.16,0.02,,
673.00,185.00,vistin1998,vistin,1998.00,exp,421.00,BWSTT,http://www.ncbi.nlm.nih.gov/pubmed/9626282,canada,quebec,montreal,7.92,7.92,7.92,1.00,42.00,90.00,66.50,75th Percentile,,68.10,<90days,0.186575342,0.00,7.00,bbs,le,,balance,balance,lohse,0.00,0.00,50.00,23.30,15.30,,43.00,35.10,15.27,,,43.00,40.40,20.65,0.50,11.80,15.29,17.10,17.97,0.77,0.95,0.98,0.76,0.87,0.94,0.03,0.03,0.03,0.16,39.74,0.03,,
674.00,186.00,volpe2000,volpe,2000.00,exp,422.00,robot assisted therapy,http://www.ncbi.nlm.nih.gov/pubmed/10822433,usa,NY,white plains,0.00,0.00,0.00,4.00,34.90,,62.00,50th Percentile,10.95,14.00,<90days,0.038356164,1.00,0.00,fma-shoulder/elbow,ue,fma,,fma,lohse,1.00,0.00,30.00,6.00,2.50,,30.00,12.00,3.00,,,,,,0.50,6.00,2.76,,2.50,2.17,,0.97,2.12,1.45,0.00,0.11,,0.11,0.33,9.41,,,
675.00,186.00,volpe2000,volpe,2000.00,ctrl,423.00,exposure to robotic device w/o training + CPT,http://www.ncbi.nlm.nih.gov/pubmed/10822433,usa,NY,white plains,0.00,0.00,0.00,4.00,37.10,,67.00,75th Percentile,10.20,15.80,<90days,0.043287671,1.00,0.00,fma-shoulder/elbow,ue,fma,,fma,lohse,1.00,0.00,26.00,5.00,1.00,,26.00,10.00,4.00,,,,,,0.50,5.00,2.92,,1.00,1.71,,0.97,1.66,1.29,0.00,0.10,,0.09,0.30,11.19,,,
678.00,187.00,wade1992,wade,1992.00,ctrl,424.00,delayed physiotherapy,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1881332/,uk,,oxford,0.00,0.00,0.00,1.00,,,72.00,75th Percentile,,1788.00,>1year,4.898630137,0.00,4.00,10mwt,le,,speed,speed,lohse,0.00,0.00,43.00,44.30,37.20,,39.00,47.90,38.60,,,,,,0.50,3.60,37.87,,37.20,-0.10,,0.98,-0.09,#NUM!,0.00,0.02,,0.02,0.15,44.39,,,sign reversed for time measure; data only taken up to the 28 week assessment
679.00,187.00,wade1992,wade,1992.00,exp,425.00,immediate physical therapy,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1881332/,uk,,oxford,0.00,0.00,0.00,,,,72.30,75th Percentile,,1593.00,>1year,4.364383562,0.00,1.00,10mwt,le,,speed,speed,lohse,0.00,0.00,46.00,46.90,27.80,,44.00,42.40,26.30,,,42.00,48.70,34.20,0.50,-4.50,27.08,1.80,31.02,0.17,-0.06,0.98,0.16,0.40,-0.06,0.02,0.02,0.02,0.15,46.93,0.02,,sign reversed for time measure
680.00,188.00,waldman2013,waldman,2013.00,ctrl,426.00,instructed home exercise program,http://www.ncbi.nlm.nih.gov/pubmed/23648617,usa,IL,evanston,9.00,9.00,9.00,3.00,42.00,84.00,53.00,50th Percentile,7.10,894.00,>1year,2.449315068,0.00,0.00,STREAM,,,,other,lohse,0.00,0.00,12.00,30.30,7.70,,12.00,31.70,8.00,,,12.00,32.50,8.30,0.50,1.40,7.85,2.20,8.01,0.18,0.27,0.93,0.17,0.41,0.26,0.08,0.09,0.07,0.27,13.65,0.07,,
681.00,188.00,waldman2013,waldman,2013.00,exp,427.00,training using a portable robot,http://www.ncbi.nlm.nih.gov/pubmed/23648617,usa,IL,evanston,9.00,9.00,9.00,3.00,42.00,84.00,51.30,25th Percentile,8.00,1239.00,>1year,3.394520548,0.00,1.00,STREAM,,,,other,lohse,0.00,0.00,12.00,28.90,5.00,,11.00,33.00,7.10,,,11.00,33.20,8.80,0.50,4.10,6.09,4.30,7.07,0.67,0.61,0.93,0.63,0.79,0.57,0.10,0.10,0.09,0.30,11.31,0.09,,
684.00,189.00,walker1999,walker,1999.00,ctrl,428.00,no specified physical therapy,http://www.ncbi.nlm.nih.gov/pubmed/10440303,uk,,nottingham,0.00,0.00,0.00,,,180.00,75.10,Remaining,,,NA,,0.00,,extended ADL,,,,other,lohse,1.00,0.00,91.00,11.00,,,,,,,,79.00,12.00,,0.50,,,1.00,,,,0.99,0.00,0.00,0.00,,,,0.00,,,,patients in the control group may have received therapy from other sources.
685.00,189.00,walker1999,walker,1999.00,exp,429.00,up to 5 months of occupational therapy at home,http://www.ncbi.nlm.nih.gov/pubmed/10440303,uk,,nottingham,0.00,0.00,0.00,,,180.00,73.60,75th Percentile,,,NA,,0.00,,extended ADL,,,,other,lohse,1.00,0.00,94.00,10.00,,,,,,,,84.00,16.00,,0.50,,,6.00,,,,0.99,0.00,0.00,0.00,,,,0.00,,,,
686.00,190.00,walker2000,walker,2000.00,exp,430.00,balance training with visual feedback + CPT,http://www.ncbi.nlm.nih.gov/pubmed/10960936,canada,ontario,kingston,70.00,70.00,70.00,1.00,39.30,69.30,65.40,75th Percentile,13.80,40.90,<90days,0.112054795,0.00,,bbs,le,,balance,balance,lohse,0.00,0.00,16.00,35.90,7.50,,16.00,46.60,6.00,,,16.00,47.90,5.10,0.50,10.70,6.79,12.00,6.41,1.58,1.87,0.95,1.50,1.22,1.78,0.14,0.17,0.13,0.36,7.92,0.15,,
687.00,190.00,walker2000,walker,2000.00,ctrl,431.00,conventional PT and OT with additional balance training,http://www.ncbi.nlm.nih.gov/pubmed/10960936,canada,ontario,kingston,65.00,65.00,65.00,1.00,36.70,66.70,62.40,50th Percentile,13.30,35.10,<90days,0.096164384,0.00,,bbs,le,,balance,balance,lohse,0.00,0.00,16.00,36.90,11.00,,16.00,48.80,6.20,,,16.00,50.90,4.10,0.50,11.90,8.93,14.00,8.30,1.33,1.69,0.95,1.27,1.12,1.60,0.12,0.15,0.11,0.33,9.41,0.14,,
688.00,190.00,walker2000,walker,2000.00,ctrl,432.00,conventional PT and OT,http://www.ncbi.nlm.nih.gov/pubmed/10960936,canada,ontario,kingston,52.00,52.00,52.00,1.00,36.60,66.60,65.80,75th Percentile,9.90,42.00,<90days,0.115068493,0.00,,bbs,le,,balance,balance,lohse,0.00,0.00,14.00,36.10,13.40,,14.00,46.50,8.90,,,14.00,47.10,9.30,0.50,10.40,11.37,11.00,11.53,0.91,0.95,0.94,0.86,0.93,0.90,0.10,0.10,0.09,0.30,11.15,0.09,,
695.00,191.00,wang2005,wang,2005.00,exp,433.00,bobath therapy severe subset,http://www.ncbi.nlm.nih.gov/pubmed/15759530,taiwan,,taipei,13.30,13.30,13.30,1.00,28.00,,53.90,50th Percentile,,21.90,<90days,0.06,0.00,0.00,stroke impairment assessment set,,,,other,lohse,1.00,0.00,10.00,0.91,1.91,,10.00,4.10,2.81,,,,,,0.50,3.19,2.40,,1.91,1.33,,0.91,1.21,1.10,0.00,0.19,,0.16,0.40,6.36,,,
696.00,191.00,wang2005,wang,2005.00,exp,434.00,orthopaedic treatment programme severe group,http://www.ncbi.nlm.nih.gov/pubmed/15759530,taiwan,,taipei,13.30,13.30,13.30,1.00,28.00,,59.30,50th Percentile,,20.70,<90days,0.056712329,0.00,0.00,stroke impairment assessment set,,,,other,lohse,1.00,0.00,11.00,1.00,1.86,,11.00,4.00,2.63,,,,,,0.50,3.00,2.28,,1.86,1.32,,0.92,1.22,1.10,0.00,0.17,,0.14,0.38,6.91,,,
697.00,191.00,wang2005,wang,2005.00,exp,435.00,bobath therapy less severe group,http://www.ncbi.nlm.nih.gov/pubmed/15759530,taiwan,,taipei,13.30,13.30,13.30,1.00,28.00,,62.40,50th Percentile,,21.60,<90days,0.059178082,0.00,1.00,stroke impairment assessment set,,,,other,lohse,1.00,0.00,11.00,10.27,3.13,,11.00,11.00,2.83,,,,,,0.50,0.73,2.98,,3.13,0.24,,0.92,0.23,0.48,0.00,0.09,,0.08,0.28,12.53,,,
698.00,191.00,wang2005,wang,2005.00,exp,436.00,orthopaedic treatment programme less severe group,http://www.ncbi.nlm.nih.gov/pubmed/15759530,taiwan,,taipei,13.30,13.30,13.30,1.00,28.00,,63.80,75th Percentile,,19.60,<90days,0.05369863,0.00,1.00,stroke impairment assessment set,,,,other,lohse,1.00,0.00,12.00,10.36,2.84,,12.00,11.27,2.97,,,,,,0.50,0.91,2.91,,2.84,0.31,,0.93,0.29,0.54,0.00,0.09,,0.08,0.28,13.22,,,
699.00,192.00,werner1996,werner,1996.00,exp,437.00,intensive outpatient therapy,http://www.ncbi.nlm.nih.gov/pubmed/8630191,usa,MI,ann arbor,96.00,96.00,96.00,1.00,84.00,270.00,59.00,50th Percentile,,1058.50,>1year,2.9,0.00,5.00,fim,,,,other,lohse,0.00,0.00,33.00,75.00,14.00,1.00,33.00,81.60,,0.00,1.00,33.00,82.30,,0.50,6.60,14.00,7.30,14.00,0.47,0.52,0.98,0.46,0.68,0.51,0.03,0.03,0.03,0.18,31.15,0.03,,
700.00,192.00,werner1996,werner,1996.00,ctrl,438.00,no outpatient therapy,http://www.ncbi.nlm.nih.gov/pubmed/8630191,usa,MI,ann arbor,0.00,0.00,0.00,1.00,84.00,270.00,66.00,75th Percentile,,1204.50,>1year,3.3,0.00,0.00,fim,,,,other,lohse,0.00,0.00,16.00,70.00,19.00,1.00,16.00,71.50,,0.00,1.00,16.00,70.50,,0.50,1.50,19.00,0.50,19.00,0.08,0.03,0.95,0.07,0.27,0.02,0.06,0.06,0.06,0.24,17.71,0.06,,
701.00,193.00,werner2002,werner,2002.00,exp,439.00,robotic gait trainer therapy,http://www.ncbi.nlm.nih.gov/pubmed/12468788,germany,,berlin,3.33,3.33,3.33,3.00,14.00,,60.30,50th Percentile,8.60,48.51,<90days,0.13290411,1.00,,fac,le,,,other,lohse,1.00,0.00,15.00,1.10,0.60,,15.00,2.10,0.90,,,,,,0.50,1.00,0.76,,0.60,1.31,,0.95,1.24,1.11,0.00,0.12,,0.11,0.33,9.05,,,Data are taken up to the cross-over point
702.00,193.00,werner2002,werner,2002.00,exp,440.00,treadmill therapy,http://www.ncbi.nlm.nih.gov/pubmed/12468788,germany,,berlin,3.33,3.33,3.33,3.00,14.00,,59.70,50th Percentile,10.20,51.52,<90days,0.141150685,1.00,,fac,le,,,other,lohse,1.00,0.00,15.00,1.20,0.59,,14.00,1.60,0.74,,,,,,0.50,0.40,0.67,,0.59,0.60,,0.95,0.57,0.75,0.00,0.08,,0.07,0.27,14.22,,,
705.00,194.00,westlake2009,westlake,2009.00,ctrl,441.00,manually assisted BWSTT,http://www.ncbi.nlm.nih.gov/pubmed/19523207,usa,CA,san francisco,6.00,6.00,6.00,3.00,28.00,,55.10,50th Percentile,13.60,1104.00,>1year,3.024657534,0.00,0.00,gait speed 4.3m SSV,le,,speed,speed,lohse,1.00,0.00,8.00,0.62,0.28,,8.00,0.65,0.29,,,,,,0.50,0.03,0.29,,0.28,0.11,,0.89,0.09,0.31,0.00,0.13,,0.10,0.32,10.07,,,
706.00,194.00,westlake2009,westlake,2009.00,exp,442.00,gait training with lokomat,http://www.ncbi.nlm.nih.gov/pubmed/19523207,usa,CA,san francisco,6.00,6.00,6.00,3.00,28.00,,58.60,50th Percentile,16.90,1314.00,>1year,3.6,0.00,0.00,gait speed 4.3m SSV,le,,speed,speed,lohse,1.00,0.00,8.00,0.62,0.31,,8.00,0.72,0.38,,,,,,0.50,0.10,0.35,,0.31,0.29,,0.89,0.26,0.51,0.00,0.13,,0.10,0.32,9.72,,,
713.00,195.00,whitall2011,whitall,2011.00,ctrl,443.00,dose-matched therapeutic exercise,http://www.ncbi.nlm.nih.gov/pubmed/20930212,usa,MD,baltimore,18.00,18.00,18.00,1.00,42.00,162.00,57.70,50th Percentile,9.90,1496.50,>1year,4.1,0.00,6.00,fma-ue,ue,fma,,fma,lohse,1.00,1.00,56.00,31.00,14.85,1.00,50.00,32.90,,0.00,1.00,39.00,31.90,,0.50,1.90,14.85,0.90,14.85,0.13,0.06,0.99,0.13,0.36,0.06,0.02,0.02,0.02,0.13,57.10,0.02,,"the authors specify ITT, but the numbers in the tables do not reflect this"
714.00,195.00,whitall2011,whitall,2011.00,exp,444.00,bilateral arm training with auditory cuing,http://www.ncbi.nlm.nih.gov/pubmed/20930212,usa,MD,baltimore,18.00,18.00,18.00,1.00,42.00,162.00,59.80,50th Percentile,12.50,1642.50,>1year,4.5,0.00,13.00,fma-ue,ue,fma,,fma,lohse,1.00,1.00,55.00,32.30,14.26,1.00,42.00,33.40,,0.00,1.00,39.00,32.30,,0.50,1.10,14.26,0.00,14.26,0.08,0.00,0.99,0.08,0.28,0.00,0.02,0.02,0.02,0.13,56.40,0.02,,"the authors specify ITT, but the numbers in the tables do not reflect this"
715.00,196.00,widen holmquist1998,widen holmquist,1998.00,ctrl,445.00,routine rehabilitation service in the hospital,http://www.ncbi.nlm.nih.gov/pubmed/9506598,sweden,,huddinge,0.00,0.00,0.00,,90.00,365.00,72.60,75th Percentile,,,NA,,1.00,,barthel index,,,,other,lohse,0.00,0.00,40.00,,,,40.00,,,,,40.00,,,0.50,,,,,,,0.98,0.00,0.00,0.00,,,,0.00,,,,Outcome data are not reported in a usable way. Rather than Barthel Index means and SDs the number of patients who achieved independence in each group is reported.
716.00,196.00,widen holmquist1998,widen holmquist,1998.00,exp,446.00,early discharge with home rehabilitation for 3-4 months,http://www.ncbi.nlm.nih.gov/pubmed/9506598,sweden,,huddinge,0.00,0.00,0.00,,90.00,365.00,70.80,75th Percentile,,,NA,,1.00,,barthel index,,,,other,lohse,0.00,0.00,41.00,,,,41.00,,,,,41.00,,,0.50,,,,,,,0.98,0.00,0.00,0.00,,,,0.00,,,,Outcome data are not reported in a usable way. Rather than Barthel Index means and SDs the number of patients who achieved independence in each group is reported.
717.00,197.00,winstein2004,winstein,2004.00,ctrl,447.00,standard care,http://www.ncbi.nlm.nih.gov/pubmed/15083439,usa,CA,los angeles,20.00,20.00,20.00,2.00,28.00,270.00,,Not Available,,15.40,<90days,0.042191781,1.00,0.00,fma-ue,ue,fma,,fma,lohse,1.00,0.00,20.00,23.55,22.31,1.00,20.00,32.60,,0.00,1.00,15.00,40.93,,0.50,9.05,22.31,17.38,22.31,0.41,0.78,0.96,0.39,0.62,0.75,0.05,0.07,0.05,0.22,20.05,0.06,Yes,
718.00,197.00,winstein2004,winstein,2004.00,exp,448.00,strength training,http://www.ncbi.nlm.nih.gov/pubmed/15083439,usa,CA,los angeles,40.00,40.00,40.00,2.00,28.00,270.00,,Not Available,,17.30,<90days,0.04739726,1.00,0.00,fma-ue,ue,fma,,fma,lohse,1.00,0.00,20.00,19.85,19.56,1.00,20.00,38.05,,0.00,1.00,16.00,43.43,9.11,0.50,18.20,19.56,23.58,15.82,0.93,1.49,0.96,0.89,0.95,1.43,0.07,0.11,0.07,0.26,15.15,0.10,Yes,
719.00,197.00,winstein2004,winstein,2004.00,exp,449.00,function task,http://www.ncbi.nlm.nih.gov/pubmed/15083439,usa,CA,los angeles,40.00,40.00,40.00,2.00,28.00,270.00,,Not Available,,15.50,<90days,0.042465753,1.00,0.00,fma-ue,ue,fma,,fma,lohse,1.00,0.00,20.00,18.70,16.40,1.00,20.00,35.20,,0.00,1.00,13.00,40.97,4.49,0.50,16.50,16.40,22.27,13.14,1.01,1.69,0.96,0.97,0.98,1.63,0.08,0.12,0.07,0.26,14.41,0.11,Yes,
720.00,198.00,wittenberg2003,wittenberg,2003.00,exp,450.00,modified CIMT,http://www.ncbi.nlm.nih.gov/pubmed/12645445,usa,MD,bethesda,216.00,136.00,56.00,1.00,10.00,,65.00,75th Percentile,,1020.00,>1year,2.794520548,1.00,0.00,wmft,ue,wmft,,wmft,lohse,0.00,0.00,9.00,6.70,2.00,1.00,9.00,7.55,,,,,,,0.50,0.85,2.00,,2.00,0.43,,0.90,0.38,0.62,0.00,0.12,,0.10,0.31,10.12,,,
721.00,198.00,wittenberg2003,wittenberg,2003.00,ctrl,451.00,placebo like intervention with no expected effects (focused on the unaffected arm),http://www.ncbi.nlm.nih.gov/pubmed/12645445,usa,MD,bethesda,0.00,0.00,0.00,1.00,10.00,,63.00,50th Percentile,,840.00,>1year,2.301369863,1.00,0.00,wmft,ue,wmft,,wmft,lohse,0.00,0.00,7.00,5.50,2.60,1.00,7.00,5.85,,,,,,,0.50,0.35,2.60,,2.60,0.13,,0.87,0.12,0.34,0.00,0.14,,0.11,0.33,9.17,,,
722.00,199.00,wolf2006; 2010,wolf,2006; 2010,exp,452.00,cimt,http://www.ncbi.nlm.nih.gov/pubmed/17077374,usa,GA,atlanta,261.60,160.80,60.00,1.00,14.00,365.00,61.00,50th Percentile,,179.80,<1year,0.49260274,1.00,7.00,wmft-time,ue,wmft,,wmft,lohse,1.00,1.00,105.00,2.96,1.37,,98.00,2.38,1.37,,,80.00,2.23,1.37,0.50,-0.58,1.37,-0.73,1.37,0.42,0.53,0.99,0.42,0.65,0.53,0.01,0.01,0.01,0.10,97.77,0.01,Yes,"Outcome measure is WMFT-time, so lower numbers mean better performance; Authors report ITT analysis, but different numbers are reported for the different timepoints in the tables"
723.00,199.00,wolf2006; 2010,wolf,2006; 2010,ctrl,453.00,standard care,http://www.ncbi.nlm.nih.gov/pubmed/17077374,usa,GA,atlanta,0.00,0.00,0.00,1.00,14.00,365.00,63.30,75th Percentile,,187.70,<1year,0.514246575,1.00,11.00,wmft-time,ue,wmft,,wmft,lohse,1.00,1.00,115.00,3.18,1.37,,104.00,3.10,1.37,,,86.00,2.87,1.37,0.50,-0.08,1.37,-0.31,1.37,0.06,0.23,0.99,0.06,0.24,0.22,0.01,0.01,0.01,0.09,116.33,0.01,Yes,"Outcome measure is WMFT-time, so lower numbers mean better performance; Authors report ITT analysis, but different numbers are reported for the different timepoints in the tables"
724.00,200.00,wu2007,wu,2007.00,ctrl,454.00,conventional therapy,http://www.ncbi.nlm.nih.gov/pubmed/17678656,taiwan,,taipei,52.50,52.50,52.50,1.00,21.00,,56.77,50th Percentile,,359.40,<1year,0.984657534,0.00,0.00,fma-ue,ue,fma,,fma,lohse,0.00,0.00,23.00,41.74,13.47,,23.00,44.78,13.08,,,,,,0.50,3.04,13.28,,13.47,0.23,,0.97,0.22,0.47,0.00,0.04,,0.04,0.20,24.04,,Yes,
725.00,200.00,wu2007,wu,2007.00,exp,455.00,CIMT,http://www.ncbi.nlm.nih.gov/pubmed/17678656,taiwan,,taipei,178.50,115.50,52.50,1.00,21.00,,53.93,50th Percentile,,375.30,>1year,1.028219178,0.00,0.00,fma-ue,ue,fma,,fma,lohse,0.00,0.00,24.00,39.50,13.45,,24.00,46.75,11.58,,,,,,0.50,7.25,12.55,,13.45,0.58,,0.97,0.56,0.75,0.00,0.05,,0.05,0.21,21.99,,Yes,
726.00,201.00,wuB2007,wuB,2007.00,ctrl,456.00,traditional rehabilitation,http://www.ncbi.nlm.nih.gov/pubmed/17321816,taiwan,,taipei,30.00,30.00,30.00,1.00,21.00,,71.94,75th Percentile,,249.60,<1year,0.683835616,0.00,0.00,fma-ue,ue,fma,,fma,lohse,1.00,0.00,13.00,47.08,10.94,,13.00,49.38,10.18,,,,,,0.50,2.30,10.57,,10.94,0.22,,0.94,0.20,0.45,0.00,0.08,,0.07,0.26,14.49,,,
727.00,201.00,wuB2007,wuB,2007.00,ctrl,457.00,modified CIMT,http://www.ncbi.nlm.nih.gov/pubmed/17321816,taiwan,,taipei,120.00,75.00,30.00,1.00,21.00,,71.44,75th Percentile,,201.00,<1year,0.550684932,0.00,0.00,fma-ue,ue,fma,,fma,lohse,1.00,0.00,13.00,41.85,11.33,,13.00,49.54,12.84,,,,,,0.50,7.69,12.11,,11.33,0.64,,0.94,0.59,0.77,0.00,0.09,,0.08,0.28,12.34,,,
728.00,202.00,wu2010,wu,2010.00,ctrl,458.00,routine physical therapy,http://www.ncbi.nlm.nih.gov/pubmed/20947493,taiwan,,taipei,30.00,30.00,30.00,1.00,21.00,,55.19,50th Percentile,,533.10,>1year,1.460547945,0.00,0.00,wmft-time,ue,wmft,,wmft,lohse,1.00,0.00,22.00,7.18,6.95,,21.00,5.83,4.65,,,,,,0.50,-1.35,5.94,,6.95,0.23,,0.96,0.22,0.47,0.00,0.05,,0.04,0.21,23.08,,,"Outcome measure is WMFT-time, so lower numbers mean better performance"
729.00,202.00,wu2010,wu,2010.00,exp,459.00,bilateral arm training,http://www.ncbi.nlm.nih.gov/pubmed/20947493,taiwan,,taipei,30.00,30.00,30.00,1.00,21.00,,52.22,25th Percentile,,477.60,>1year,1.308493151,0.00,0.00,wmft-time,ue,wmft,,wmft,lohse,1.00,0.00,22.00,7.57,8.79,,22.00,4.25,5.03,,,,,,0.50,-3.32,7.16,,8.79,0.46,,0.96,0.45,0.67,0.00,0.05,,0.05,0.22,21.38,,,"Outcome measure is WMFT-time, so lower numbers mean better performance"
730.00,202.00,wu2010,wu,2010.00,exp,460.00,distributed CIMT,http://www.ncbi.nlm.nih.gov/pubmed/20947493,taiwan,,taipei,156.00,93.00,30.00,1.00,21.00,,51.91,25th Percentile,,447.30,>1year,1.225479452,0.00,0.00,wmft-time,ue,wmft,,wmft,lohse,1.00,0.00,22.00,8.77,7.67,,21.00,4.02,2.49,,,,,,0.50,-4.75,5.76,,7.67,0.82,,0.96,0.80,0.89,0.00,0.06,,0.06,0.24,17.67,,,"Outcome measure is WMFT-time, so lower numbers mean better performance"
731.00,203.00,wu2012,wu,2012.00,ctrl,461.00,usual and customary care,http://www.ncbi.nlm.nih.gov/pubmed/22228607,taiwan,,taipei,30.00,30.00,30.00,1.00,21.00,,58.60,50th Percentile,,531.00,>1year,1.454794521,0.00,0.00,arat,ue,arat,,arat,lohse,0.00,0.00,18.00,30.10,19.80,,18.00,33.90,20.30,,,,,,0.50,3.80,20.05,,19.80,0.19,,0.96,0.18,0.43,0.00,0.06,,0.05,0.23,19.38,,,
732.00,203.00,wu2012,wu,2012.00,exp,462.00,distributed CIMT,http://www.ncbi.nlm.nih.gov/pubmed/22228607,taiwan,,taipei,156.00,93.00,30.00,1.00,21.00,,56.30,50th Percentile,,411.00,>1year,1.126027397,0.00,0.00,arat,ue,arat,,arat,lohse,0.00,0.00,19.00,35.80,16.50,,19.00,42.80,12.80,,,,,,0.50,7.00,14.77,,16.50,0.47,,0.96,0.45,0.67,0.00,0.06,,0.05,0.23,18.62,,,
733.00,203.00,wu2012,wu,2012.00,exp,463.00,distributed CIMT with trunk restraint,http://www.ncbi.nlm.nih.gov/pubmed/22228607,taiwan,,taipei,156.00,93.00,30.00,1.00,21.00,,54.00,50th Percentile,,471.00,>1year,1.290410959,0.00,0.00,arat,ue,arat,,arat,lohse,0.00,0.00,20.00,35.90,16.70,,20.00,43.40,13.90,,,,,,0.50,7.50,15.36,,16.70,0.49,,0.96,0.47,0.68,0.00,0.06,,0.05,0.23,19.39,,,
734.00,204.00,yang2005,yang,2005.00,ctrl,464.00,conventional therapy,http://www.ncbi.nlm.nih.gov/pubmed/15859527,taiwan,,taipei,6.00,6.00,6.00,1.00,21.00,,63.42,75th Percentile,,219.90,<1year,0.602465753,0.00,0.00,gait speed 9m SSV,le,,speed,speed,lohse,0.00,0.00,12.00,25.97,14.86,,12.00,29.62,16.35,,,,,,0.50,3.65,15.62,,14.86,0.23,,0.93,0.22,0.47,0.00,0.09,,0.07,0.27,13.50,,Yes,
735.00,204.00,yang2005,yang,2005.00,exp,465.00,CPT + additional backward walking,http://www.ncbi.nlm.nih.gov/pubmed/15859527,taiwan,,taipei,10.50,10.50,10.50,1.00,21.00,,63.38,75th Percentile,,163.50,<1year,0.447945205,0.00,0.00,gait speed 9m SSV,le,,speed,speed,lohse,0.00,0.00,13.00,24.83,6.69,,13.00,33.42,5.20,,,,,,0.50,8.59,5.99,,6.69,1.43,,0.94,1.34,1.16,0.00,0.16,,0.14,0.37,7.32,,Yes,
736.00,205.00,yang2006,yang,2006.00,ctrl,466.00,usual care/no rehabilitation (chronic stage),http://www.ncbi.nlm.nih.gov/pubmed/17008338,taiwan,,taipei,0.00,0.00,0.00,1.00,28.00,,60.00,50th Percentile,10.40,1920.00,>1year,5.260273973,0.00,0.00,gait speed 3.7m SSV,le,,speed,speed,lohse,0.00,0.00,24.00,77.90,14.30,,24.00,77.70,15.40,,,,,,0.50,-0.20,14.86,,14.30,-0.01,,0.97,-0.01,#NUM!,0.00,0.04,,0.04,0.20,25.66,,,
737.00,205.00,yang2006,yang,2006.00,exp,467.00,task oriented progessive resistance training,http://www.ncbi.nlm.nih.gov/pubmed/17008338,taiwan,,taipei,6.00,6.00,6.00,1.00,28.00,,56.80,50th Percentile,10.20,1881.00,>1year,5.153424658,0.00,0.00,gait speed 3.7m SSV,le,,speed,speed,lohse,0.00,0.00,24.00,84.00,12.70,,24.00,92.50,13.50,,,,,,0.50,8.50,13.11,,12.70,0.65,,0.97,0.63,0.79,0.00,0.05,,0.05,0.22,21.20,,,
742.00,206.00,yang2008,yang,2008.00,ctrl,468.00,treadmill training,http://www.ncbi.nlm.nih.gov/pubmed/18358724,taiwan,,taipei,3.00,3.00,3.00,1.00,21.00,51.00,60.89,50th Percentile,9.25,2226.50,>1year,6.1,0.00,0.00,gait speed 12m MAX,le,,speed,speed,lohse,0.00,0.00,12.00,0.71,0.57,,9.00,0.73,0.63,,,9.00,0.77,0.71,0.50,0.02,0.60,0.06,0.63,0.03,0.09,0.93,0.03,0.18,0.09,0.08,0.08,0.07,0.27,13.86,0.07,,
743.00,206.00,yang2008,yang,2008.00,exp,469.00,virtual reality treadmill training,http://www.ncbi.nlm.nih.gov/pubmed/18358724,taiwan,,taipei,3.00,3.00,3.00,1.00,21.00,51.00,55.45,50th Percentile,12.15,2164.45,>1year,5.93,0.00,0.00,gait speed 12m MAX,le,,speed,speed,lohse,0.00,0.00,12.00,0.69,0.30,,11.00,0.85,0.31,,,11.00,0.86,0.33,0.50,0.16,0.30,0.17,0.31,0.52,0.54,0.93,0.49,0.70,0.50,0.09,0.10,0.08,0.29,12.19,0.08,,
